Categories,Created,Description,Experience ID,Participant ID,Sources,Tag,Workshop,0,Categories-Access,Categories-Career,Categories-Compensation,Categories-Interactions,Categories-Learning,Categories-Life,Categories-Recognition,Categories-Respect,Categories-Skills,Sources-Customers,Sources-HR,Sources-Leadership,Sources-Manager,Sources-Peers,Sources-Policy,Sources-Reports
"access,respect",6/10/2020 14:49,I am not taken seriously in meetings and my opinions are brushed off as being too positive and/or naieve.,161,146,"manager,leadership,peers",,7,,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
career,6/10/2020 14:49,not being brought into upper management meetings,162,110,leadership,,7,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"career,life",6/10/2020 14:49,Not considered for a promotion/denied an interview despite being qualified.  This occurred after I asked questions about work/life balance due to my childcare situation.,163,83,leadership,,7,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
respect,6/10/2020 14:49,"I was told that I needed to be softer in my written communication, but then when I requested an example, in review of my email's, he could not identify any examples.",165,85,peers,,7,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"skills,learning,compensation,career,recognition,respect",6/10/2020 14:49,"My particular personality type (introverted and analytical) receives less recognition than outspoken and assertive individuals. The ""goals"" for our group seem to try to mold individuals into a particular type of person rather than value the diverse skill sets that exist on my team.",166,59,"manager,leadership,policy,hr",,7,,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
respect,6/10/2020 14:49,Peers say things that are stereotypes.,169,68,peers,,7,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",6/10/2020 14:49,"I have been told that my voice is too loud and my demeanor ""scares"" people. I really make and effort to keep my voice down and it is not my intention to come off as unfriendly, I think my face just have a naturally ""mean"" look maybe.  I try really hard to be friendly with everyone.  I feel like the problem is that I am not 
latin-american like many others in my office as my cultural upbringing is just different from theirs.",170,91,"manager,peers",,7,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
compensation,6/10/2020 14:49,"As a woman, I am being paid less than my male colleagues with the same title. Also, I'm assigned more work.",171,107,"manager,leadership,hr",,7,,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
"life,respect",6/10/2020 14:49,"I was told ""you are sick a lot"" because I have bouts of fibromyalgia and need to flex my work hours when it hits. I always get my work done and get highest evals.",172,43,"manager,leadership,peers",,7,,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
"access,respect,interactions",6/10/2020 14:49,"In the past, I was not always copied on emails that I feel I should have been.",174,130,peers,,7,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
recognition,6/10/2020 14:49,"Despite having more practical and *company* experience at a particularly high-level and highly visible surveillance, I was bypassed in favor of someone with zero relevant experience. He did, however, appear to have the support and friendship of the decision-makers that assigned him to that role.",175,175,leadership,,7,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"compensation,recognition",6/10/2020 14:49,not promoted,177,110,leadership,,7,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
respect,6/10/2020 15:06,Opinions not sought - while those of male colleagues were - in meetings,428,151,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
respect,6/10/2020 14:49,"I have occasionally experienced people interrupting in meetings.  I at times attribute this to being a slow, analytical thinker.",180,152,peers,,7,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"recognition,respect,interactions",6/10/2020 14:49,I sometimes feel that I am not recognized sufficiently for my contributions.,181,149,"manager,leadership,peers",,7,,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
"compensation,career,recognition",6/10/2020 14:49,"Despite that I have two advanced degrees, and working above and beyond my job description, I have been passed over for promotions.",182,105,"manager,leadership",,7,,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
recognition,6/10/2020 14:49,There have been times when hard work and good outcomes have not been sufficiently recognized.,183,167,"manager,leadership",,7,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"respect,interactions",6/10/2020 14:49,"I often get feedback from my direct reports regarding my interactions with them.  Much of the feedback is related to items that differentiate me from the standard ""female"" ideal set of behaviors.",184,88,"peers,reports",,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"access,recognition,respect,interactions",6/10/2020 14:49,"At times, in meetings with my manager and his peers or superiors, my views are not solicited by manager and if I offer them they are not considered or I may be interrupted.",185,182,"manager,leadership",,7,,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
"access,skills,compensation,recognition,respect,interactions",6/10/2020 14:49,I feel that I am treated differently because I am married with no children.,186,163,"manager,leadership,policy",,7,,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0
"life,respect",6/10/2020 14:49,My manager sends texts at 7 pm in the evening and expects immediate answers.,187,139,manager,,7,,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"learning,compensation,career,recognition,respect",6/10/2020 14:49,Routinely see other individuals with less experience promoted.,189,119,"leadership,hr",,7,,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
"respect,interactions",6/10/2020 14:49,"When I make a point during meetings (as a woman), men often come in after me and restate my thoughts as if the idea isn't really ""said"" until they restate it.",190,67,"manager,leadership",,7,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"access,recognition",6/10/2020 14:49,Lack of formal recognition while co workers are recognized for much lesser accomplishments.,191,147,manager,,7,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
access,6/10/2020 14:49,I have not been afforded the opportunity to participate in strategic meetings with executives in my own organization where men at the same level and less knowledge than i have on the subject have been asked to participate.,192,116,"manager,leadership",,7,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
compensation,6/10/2020 14:49,Discrepancy in pay between tenured employees and new hires.,193,136,"leadership,hr",,7,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"recognition,respect,interactions",6/10/2020 14:49,My superior is sometimes rude towards me during meetings.,194,46,manager,,7,,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"access,skills,learning,career,recognition,respect,other",6/10/2020 14:49,"Within my own unit, I am consistently passed over for a promotion or a management position even though I have two master degrees and have experience as a supervisor.",195,145,"manager,leadership",,7,,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0
"respect,interactions",6/10/2020 14:49,"Ideas were discounted during meetings, felt like it was because of my perceived age and being female.",198,43,"leadership,peers",,7,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"recognition,respect,interactions",6/10/2020 14:50,"As a bisexual in a male-female partnership, I face constant assumptions about the nature about my sexuality (people always assume that I am straight)",200,123,"manager,leadership,hr,peers",,7,,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0
"respect,interactions",6/10/2020 14:50,Feedback and opinion was not valued. I felt that it was because I was the least experience out of the group.,202,72,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",6/10/2020 14:50,"A coworker has made several comments along the lines of ""xyz makes sense because you're gay.""",203,95,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",6/10/2020 14:50,"after ideas are presented they are disregarded, then repeated by a counterpart of another gender and accepted but not accepted",204,110,"leadership,peers",,7,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"career,respect",6/10/2020 14:50,I feel that my Dept and *company* as a whole is not always transparent,205,157,leadership,,7,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
other,6/10/2020 14:50,"Being gay feels fairly isolating. I don't know if others are gay in my office, even though I've been there a long time, but it has never felt like a safe place to be openly gay, and I think that some people may know I'm gay, but it feels like I do ongoing compartmentalizing to feel more the ""same as everyone else"" and do my job - it means that I don't make friendships, but I am a productive contributor and have been rewarded for that.",207,115,peers,,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"skills,learning,career,recognition,respect,other",6/10/2020 14:50,"I have been passed over for other higher and/level positions in other departments as well. Even though I qualify for a position, I do not even get a call for an interview.",209,145,leadership,,7,,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
"access,learning,compensation",6/10/2020 14:50,"I have taken a large amount of training to enhance my knowledge, but it is not recognized.",210,149,"manager,leadership",,7,,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
skills,6/10/2020 14:50,"Although I currently feel that my skills are put to good use, there have been many times in the past when I saw a significant problem in this area.",211,167,"manager,leadership,hr",,7,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
"access,career,recognition",6/10/2020 14:50,Lack of female or people of color in executive positions.,214,136,"leadership,hr",,7,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"respect,interactions",6/10/2020 14:50,My manager sends rude and condescending emails sometimes.,215,139,manager,,7,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
compensation,6/10/2020 14:50,I feel I have received less compensation than my peers due to my status as a single mom.,217,122,"manager,hr",,7,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"compensation,respect",6/10/2020 14:50,"I have had several equity adjustments over the years, making me clearly aware that I've been under paid",218,103,"manager,leadership,hr",,7,,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
"access,learning",6/10/2020 14:50,Several people were recommended for a highly coveted training experience at Wharton but a selection bias exists with regard to minorities.,219,51,peers,,7,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
career,6/10/2020 14:50,I feel like I've been overlooked for opportunities that I qualify for do to my age.,220,52,leadership,,7,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"learning,compensation,career,respect",6/10/2020 14:50,"Overthinking what I say in a meeting (may be a personal problem), being interrupted, not being taken seriously from firms we regulate, I had a really bad experience while on site at a firm, the CCO was very disrespectful the entire time I was there, he wouldn't answer my questions, argued with my guidance, even called me stupid, etc... I later found that the men who worked with this individual did not have this experience. I escalated this to my manager he told me to just keep on being nice. My manager did not intervene.",224,53,customers,,7,,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"career,recognition",6/10/2020 14:50,"I have volunteered for multiple events and been active across *company* in different aspects. I have voiced my desire to get promoted and yet it took over four years to get go from a level 46 to a level 47, while at the same time seeing other individuals do less work and volunteering for events and somehow they were promoted within 2 years. 
After a number of years after attaining a level 47,I finally applied for EM/AD positions and still have seen others that appear to be friendlier get those positions. It feels like it is more a function of who you know than the work you put out in some instances. 
It just feels like promotions are predetermined. most of these experiences were prior to the transformation and I hope that will not be the case going forward.",225,47,leadership,,7,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"compensation,career,recognition",6/10/2020 14:50,"Because my boss wants to show his boss that he can promote women, I was passed over for a promotion in favor of less experienced, less talented, less successful female candidates for management positions.",226,98,leadership,,7,,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
compensation,6/10/2020 14:50,"In the past, I have had the perception that my compensation has not been comparable to a male counterpart at my grade level.",227,130,"policy,hr",,7,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"access,skills",6/10/2020 14:50,Being passed over for lateral moves in the organization.,228,147,"leadership,hr",,7,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
interactions,6/10/2020 14:51,"Comments uttered can be insensitive about other nations and cultures, as it relates to my own identity and to others. For example, criticizing a country as a whole can invoke feelings of exclusion if one who identifies with a culture that originates in that country.",230,50,peers,,7,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"career,respect,interactions",6/10/2020 14:51,My pursuit of a reasonable work accommodation was initially mishandled by all levels of management in my group. It has had a lasting and detrimental impact on my self-esteem and my feeling of acceptance at this organization.,231,59,"manager,leadership,policy,peers",,7,,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0
"recognition,respect,interactions",6/10/2020 14:51,"I am treated differently by my manager than are my male peers.  My facts and opinions are challenged more frequently,  I am interrupted more frequently.",252,182,manager,,7,,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"career,recognition,respect",6/10/2020 14:51,Routinely take on extra training opportunities that fall above my current level without this resulting in recognition or advancement.,233,105,manager,,7,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
career,6/10/2020 14:51,There is no growth opportunity for my previous position at *company*.,234,68,policy,,7,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
recognition,6/10/2020 14:51,Not a recent example but under prior management over 9 years ago. At times recognition was fleeting.,235,106,leadership,,7,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"respect,interactions",6/10/2020 14:51,language in a meeting refers to langauge around individuals with special needs in terms that are offensive,236,110,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
respect,6/10/2020 14:51,"In a meeting with approximately 50 people, a VP at *company* said that MLK day was not a real holiday and that we shouldn't get the day off.",237,107,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
compensation,6/10/2020 14:51,"I am paid the same or less than my peers with similar or less experience.  I believe that both my gender and age play a role in this.  Especially, since I have years more experience than many of my peers.",238,116,"manager,leadership,hr",,7,,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
